S/N,Forest Id,Tree Species,Family,Dbh(cm),Db(m),Dm(m),Dt(m),Ht(m),Density,Plot Id
543,2,Afzelia africana,Fabaceae,30.8,0.42,0.13,0.08,17.4,0.67,Plot2_15
544,2,Albizia ferruginea,Fabaceae,22.1,0.27,0.21,0.11,25,0.47,Plot2_15
545,2,Albizia lebbeck,Fabaceae,20,0.36,0.18,0.1,9.5,0.52,Plot2_15
546,2,Albizia zygia,Fabaceae,37.6,0.47,0.17,0.08,18.7,0.46,Plot2_15
547,2,Albizia zygia,Fabaceae,53.2,0.65,0.3,0.34,15.2,0.46,Plot2_15
548,2,Albizia zygia,Fabaceae,20.5,0.28,0.09,0.06,15.9,0.46,Plot2_15
549,2,Antiaris africana,Moraceae,77,1,0.55,0.25,35,0.37,Plot2_15
550,2,Antiaris africana,Moraceae,55,0.67,0.26,0.15,33,0.37,Plot2_15
551,2,Antiaris africana,Moraceae,50.9,0.6,0.43,0.21,29.4,0.37,Plot2_15
552,2,Blighia sapida,Sapindaceae,21,0.45,0.28,0.02,16,0.81,Plot2_15
553,2,Brachystegia eurycoma ,Fabaceae,75.7,0.8,0.32,0.16,28.3,0.52,Plot2_15
554,2,Canarium schweinfurthi,Burseraceae,74,0.86,0.32,0.16,32,0.33,Plot2_15
555,2,Cordia millenii,Boraginaceae,29.2,0.34,0.18,0.11,23.4,0.52,Plot2_15
556,2,Ficus exasperata,Moraceae,29.7,0.39,0.19,0.12,12.5,0.34,Plot2_15
557,2,Hevea brasiliensis,Euphorbiaceae,28.7,0.22,0.07,0.04,21.6,0.49,Plot2_15
558,2,Hevea brasiliensis,Euphorbiaceae,27,0.31,0.15,0.09,22.4,0.49,Plot2_15
559,2,Khaya ivorensis,Meliaceae,79.1,0.89,0.46,0.3,34,0.45,Plot2_15
560,2,Lophira alata,Ochnaceae,47,0.58,0.23,0.33,10,0.88,Plot2_15
561,2,Mansonia altissima,Malvaceae,20.8,0.25,0.17,0.01,7.5,0.58,Plot2_15
562,2,Mansonia altissima,Malvaceae,54,0.58,0.45,0.25,17.35,0.58,Plot2_15
563,2,Mitragyna ciliata,Rubiaceae,110,1.4,1.05,0.92,36,0.46,Plot2_15
564,2,Sterculia rhinopetala,Malvaceae,23,0.26,0.08,0.07,13.5,0.64,Plot2_16
565,2,Sterculia rhinopetala,Malvaceae,39.2,0.53,0.32,0.09,19,0.64,Plot2_16
566,2,Sterculia rhinopetala,Malvaceae,72.3,0.63,0.25,0.1,29,0.64,Plot2_16
567,2,Strombosia pustulata,Olacaceae,20.5,0.28,0.13,0.05,16.2,0.83,Plot2_16
568,2,Strombosia pustulata,Olacaceae,47.2,0.6,0.32,0.23,31,0.83,Plot2_16
569,2,Triplochiton scleroxylon,Malvaceae,37.2,0.41,0.42,0.18,18.7,0.34,Plot2_16
570,2,Triplochiton scleroxylon,Malvaceae,24.5,0.26,0.54,0.21,25.7,0.34,Plot2_16
571,2,Triplochiton scleroxylon,Malvaceae,35.8,0.4,0.3,0.08,18,0.34,Plot2_16
572,2,Afzelia africana,Fabaceae,200,2.1,1.7,0.8,14,0.67,Plot2_16
573,2,Albizia ferruginea,Fabaceae,60.5,0.75,0.56,0.21,11,0.47,Plot2_16
574,2,Albizia ferruginea,Fabaceae,34,0.43,0.29,0.16,12,0.47,Plot2_16
575,2,Alstonia boonei,Apocynaceae,41.5,0.46,0.27,0.19,21,0.37,Plot2_16
576,2,Alstonia boonei,Apocynaceae,21,0.32,0.14,0.06,15,0.37,Plot2_16
577,2,Alstonia boonei,Apocynaceae,22.8,0.35,0.16,0.11,14,0.37,Plot2_16
578,2,Cordia millenii,Boraginaceae,34.5,0.4,0.25,0.08,15,0.52,Plot2_16
579,2,Cordia millenii,Boraginaceae,44,0.55,0.32,0.19,11,0.52,Plot2_16
580,2,Hevea brasiliensis,Euphorbiaceae,31.6,0.35,0.29,0.17,15,0.49,Plot2_16
581,2,Hevea brasiliensis,Euphorbiaceae,28.3,0.29,0.2,0.12,9,0.49,Plot2_16
582,2,Lovoa trichilioides,Meliaceae,55,0.68,0.43,0.11,17,0.48,Plot2_16
583,2,Mansonia altissima,Malvaceae,31.5,0.4,0.23,0.12,12,0.58,Plot2_16
584,2,Mansonia altissima,Malvaceae,34.8,0.42,0.26,0.06,16,0.58,Plot2_16
585,2,Mansonia altissima,Malvaceae,20,0.27,0.16,0.11,12,0.58,Plot2_16
586,2,Pterygota macrocarpa,Malvaceae,70,0.75,0.7,0.52,13.2,0.52,Plot2_16
587,2,Sterculia rhinopetala,Malvaceae,60,0.69,0.49,0.18,12,0.64,Plot2_16
588,2,Sterculia rhinopetala,Malvaceae,25.2,0.35,0.21,0.11,11,0.64,Plot2_16
589,2,Sterculia rhinopetala,Malvaceae,28.9,0.37,0.19,0.1,13,0.64,Plot2_16
590,2,Sterculia rhinopetala,Malvaceae,67,0.82,0.55,0.21,10,0.64,Plot2_16
591,3,Strombosia pustulata,Olacaceae,33.4,0.39,0.28,0.11,12,0.83,Plot3_1
592,3,Strombosia pustulata,Olacaceae,22,0.26,0.15,0.09,11,0.83,Plot3_1
593,3,Triplochiton scleroxylon,Malvaceae,49.6,0.74,0.35,0.1,20,0.34,Plot3_1
594,3,Triplochiton scleroxylon,Malvaceae,55,0.7,0.35,0.16,16,0.34,Plot3_1
595,3,Afzelia africana,Fabaceae,64,0.84,0.4,0.31,19,0.67,Plot3_1
596,3,Bombax buonopozense,Malvaceae,20,0.23,0.14,0.08,11.7,0.32,Plot3_1
597,3,Bombax buonopozense,Malvaceae,55,0.68,0.37,0.25,20,0.32,Plot3_1
598,3,Cordia millenii,Boraginaceae,66.7,0.83,0.5,0.35,15.2,0.52,Plot3_1
599,3,Cordia millenii,Boraginaceae,57.7,1,0.5,0.3,17,0.52,Plot3_1
600,3,Cordia millenii,Boraginaceae,45,0.6,0.23,0.1,15,0.52,Plot3_1
601,3,Cordia millenii,Boraginaceae,38,0.46,0.3,0.18,21,0.52,Plot3_1
602,3,Cordia africana,Boraginaceae,50,0.5,0.28,0.15,16,0.47,Plot3_1
603,3,Gossweileirodendron balsamiferum,Fabaceae,65,0.78,0.47,0.3,16,0.29,Plot3_1
604,3,Gossweileirodendron balsamiferum,Fabaceae,31,0.4,0.2,0.14,12,0.29,Plot3_1
605,3,Hevea brasiliensis,Euphorbiaceae,28.4,0.31,0.2,0.12,14.6,0.49,Plot3_1
606,3,Hevea brasiliensis,Euphorbiaceae,24,0.29,0.19,0.1,11,0.49,Plot3_1
607,3,Khaya ivorensis,Meliaceae,46,0.51,0.23,0.17,10,0.45,Plot3_1
608,3,Nesogordonia papaverifera,Malvaceae,67,0.79,0.46,0.23,17.4,0.65,Plot3_1
609,3,Pterygota macrocarpa,Malvaceae,59,0.59,0.5,0.3,16,0.52,Plot3_1
610,3,Pterygota macrocarpa,Malvaceae,25,0.32,0.2,0.15,14.1,0.52,Plot3_1
611,3,Pterygota macrocarpa,Malvaceae,60,0.6,0.42,0.27,17,0.52,Plot3_1
612,3,Sterculia rhinopetala,Malvaceae,25,0.5,0.15,0.12,19.6,0.64,Plot3_1
613,3,Sterculia rhinopetala,Malvaceae,48,0.53,0.43,0.29,17.1,0.64,Plot3_1
614,3,Sterculia rhinopetala,Malvaceae,39,0.39,0.3,0.19,13.3,0.64,Plot3_1
615,3,Sterculia rhinopetala,Malvaceae,27,0.39,0.19,0.14,15,0.64,Plot3_1
616,3,Sterculia rhinopetala,Malvaceae,20,0.23,0.16,0.09,12.4,0.64,Plot3_1
617,3,Sterculia rhinopetala,Malvaceae,36,0.45,0.29,0.18,15,0.64,Plot3_1
618,3,Sterculia rhinopetala,Malvaceae,24,0.96,0.2,0.14,14,0.64,Plot3_1
619,3,Sterculia rhinopetala,Malvaceae,40,0.4,0.22,0.15,17.5,0.64,Plot3_1
620,3,Sterculia rhinopetala,Malvaceae,31,0.44,0.22,0.1,14,0.64,Plot3_1
621,3,Sterculia rhinopetala,Malvaceae,75,0.75,0.55,0.37,22,0.64,Plot3_1
622,3,Sterculia rhinopetala,Malvaceae,37,0.4,0.25,0.12,23,0.64,Plot3_1
623,3,Terminalia superba,Combretaceae,43,0.6,0.28,0.17,20,0.45,Plot3_1
624,3,Terminalia superba,Combretaceae,40,0.55,0.29,0.18,18,0.45,Plot3_1
625,3,Terminalia superba,Combretaceae,80,0.8,0.5,0.2,20,0.45,Plot3_1
626,3,Terminalia superba,Combretaceae,25,0.36,0.2,0.12,14,0.45,Plot3_1
627,3,Afzelia africana,Fabaceae,28,0.79,0.18,0.12,27.1,0.67,Plot3_1
628,3,Afzelia africana,Fabaceae,57.2,0.73,0.5,0.33,23.7,0.67,Plot3_1
629,3,Afzelia africana,Fabaceae,55,0.58,0.48,0.37,30.2,0.67,Plot3_1
630,3,Alstonia boonei,Apocynaceae,28.2,0.33,0.2,0.18,18.2,0.37,Plot3_1
631,3,Antiaris africana,Moraceae,27.2,0.29,0.22,0.18,13,0.37,Plot3_2
632,3,Antiaris africana,Moraceae,20.5,0.23,0.15,0.12,13,0.37,Plot3_2
633,3,Antiaris africana,Moraceae,23,0.26,0.18,0.12,17,0.37,Plot3_2
634,3,Bombax buonopozense,Malvaceae,29.5,0.37,0.13,0.07,28.5,0.32,Plot3_2
635,3,Bosqueia angolensis,Moraceae,87,0.87,0.45,0.25,27.5,0.64,Plot3_2
636,3,Bosqueia angolensis,Moraceae,35,0.38,0.33,0.3,4.3,0.64,Plot3_2
637,3,Chrysophyllum perpulchrum,Sapotaceae,29,0.36,0.18,0.09,18.3,0.68,Plot3_2
638,3,Cola gigantea,Malvaceae,32.8,0.39,0.22,0.18,19,0.54,Plot3_2
639,3,Cola gigantea,Malvaceae,57.8,0.66,0.44,0.25,28,0.54,Plot3_2
640,3,Cola gigantea,Malvaceae,22,0.23,0.15,0.1,8.2,0.54,Plot3_2
641,3,Cordia millenii,Boraginaceae,42.5,0.46,0.35,0.2,17.5,0.52,Plot3_2
642,3,Cordia millenii,Boraginaceae,45,0.49,0.35,0.22,28.5,0.52,Plot3_2
643,3,Cordia platythyrsa,Boraginaceae,22.5,0.24,0.18,0.08,19,0.52,Plot3_2
644,3,Cordia platythyrsa,Boraginaceae,57.2,0.84,0.36,0.25,27.5,0.52,Plot3_2
645,3,Ficus exasperata,Moraceae,23.5,0.26,0.18,0.08,18,0.34,Plot3_2
646,3,Ficus exasperata,Moraceae,27.5,0.29,0.2,0.15,17,0.34,Plot3_2
647,3,Irvingia gabonensis,Irvingiaceae,37,0.5,0.33,0.18,15.4,0.87,Plot3_2
648,3,Irvingia gabonensis,Irvingiaceae,28.2,0.33,0.25,0.12,12,0.87,Plot3_2
649,3,Lophira alata,Ochnaceae,39,0.5,0.37,0.23,9.2,0.88,Plot3_2
650,3,Mansonia altissima,Malvaceae,25.5,0.27,0.18,0.12,21,0.58,Plot3_2
651,3,Mansonia altissima,Malvaceae,20.5,0.24,0.18,0.12,22,0.58,Plot3_3
652,3,Mansonia altissima,Malvaceae,27,0.33,0.23,0.16,17.4,0.58,Plot3_3
653,3,Milicia excelsa,Moraceae,85,1.2,0.73,0.43,32.8,0.59,Plot3_3
654,3,Mitragyna ciliata,Rubiaceae,30,0.38,0.24,0.15,14.3,0.46,Plot3_3
655,3,Mitragyna ciliata,Rubiaceae,26.5,0.29,0.18,0.15,12,0.46,Plot3_3
656,3,Mitragyna ciliata,Rubiaceae,44.8,0.56,0.33,0.17,26.4,0.46,Plot3_3
657,3,Sterculia rhinopetala,Malvaceae,24,0.29,0.18,0.1,16.5,0.64,Plot3_3
658,3,Terminalia superba,Combretaceae,37.8,0.42,0.24,0.18,18.5,0.45,Plot3_3
659,3,Treculia africana,Moraceae,23.4,0.29,0.23,0.16,10.6,0.45,Plot3_3
660,3,Treculia africana,Moraceae,21.5,0.27,0.18,0.08,19,0.45,Plot3_3
661,3,Triplochiton scleroxylon,Malvaceae,77.5,0.83,0.54,0.3,25,0.34,Plot3_3
662,3,Triplochiton scleroxylon,Malvaceae,55,0.58,0.45,0.28,30.8,0.34,Plot3_3
663,3,Triplochiton scleroxylon,Malvaceae,37,0.43,0.28,0.25,30.5,0.34,Plot3_3
664,3,Triplochiton scleroxylon,Malvaceae,30.5,0.35,0.26,0.2,23.6,0.34,Plot3_3
665,3,Afzelia africana,Fabaceae,92,1.12,0.8,0.5,24,0.67,Plot3_3
666,3,Antiaris africana,Moraceae,35,0.5,0.22,0.16,15,0.37,Plot3_3
667,3,Ceiba pentandra,Malvaceae,80,0.08,0.8,0.4,17,0.3,Plot3_3
668,3,Ceiba pentandra,Malvaceae,70.5,0.86,0.46,0.3,15,0.3,Plot3_3
669,3,Ceiba pentandra,Malvaceae,58,0.75,0.3,0.16,13,0.3,Plot3_3
670,3,Cordia millenii,Boraginaceae,30,0.3,0.2,0.17,23,0.52,Plot3_3
671,3,Cordia millenii,Boraginaceae,34,0.42,0.26,0.14,10,0.52,Plot3_4
672,3,Cordia millenii,Boraginaceae,31,0.36,0.2,0.13,14,0.52,Plot3_4
673,3,Cordia millenii,Boraginaceae,24,0.3,0.22,0.14,12,0.52,Plot3_4
674,3,Cordia platythyrsa,Boraginaceae,110,1.1,0.87,0.56,16,0.52,Plot3_4
675,3,Khaya ivorensis,Meliaceae,23,0.36,0.2,0.14,11,0.45,Plot3_4
676,3,Khaya ivorensis,Meliaceae,40,0.62,0.32,0.25,14,0.45,Plot3_4
677,3,Mansonia altissima,Malvaceae,22,0.28,0.17,0.13,12,0.58,Plot3_4
678,3,Pouteria alnifolia,Fabaceae,51,0.66,0.4,0.22,12,0.55,Plot3_4
679,3,Pterygota macrocarpa,Malvaceae,70,0.7,0.58,0.4,14,0.52,Plot3_4
680,3,Pterygota macrocarpa,Malvaceae,100,1,0.8,0.7,14,0.52,Plot3_4
681,3,Pterygota macrocarpa,Malvaceae,112,1.2,0.85,0.7,16,0.52,Plot3_4
682,3,Sterculia rhinopetala,Malvaceae,40,0.57,0.25,0.15,16,0.64,Plot3_4
683,3,Trichilia monadelpha,Meliaceae,25,0.29,0.18,0.14,12,0.48,Plot3_4
684,3,Trichilia monadelpha,Meliaceae,38,0.47,0.22,0.15,14,0.48,Plot3_4
685,3,Afzelia africana,Fabaceae,34,0.38,0.18,0.12,17,0.67,Plot3_4
686,3,Albizia zygia,Fabaceae,20,0.28,0.14,0.08,13.4,0.46,Plot3_4
687,3,Alstonia boonei,Apocynaceae,18,0.32,0.15,0.15,25.2,0.37,Plot3_4
688,3,Bombax buonopozense,Malvaceae,24,0.27,0.18,0.2,17,0.32,Plot3_4
689,3,Bombax buonopozense,Malvaceae,31.3,0.58,0.32,0.22,26.5,0.32,Plot3_4
690,3,Bombax buonopozense,Malvaceae,86,1.06,0.55,0.32,252,0.32,Plot3_4
691,3,Bosqueia angolensis,Moraceae,49,0.6,0.32,0.24,28.5,0.64,Plot3_4
692,3,Brachystegia nigerica,Fabaceae,36,0.42,0.3,0.27,26.5,0.52,Plot3_4
693,3,Brachystegia nigerica,Fabaceae,28.2,0.34,0.27,0.24,28.5,0.52,Plot3_4
694,3,Celtis zenkeri,Cannabaceae,26.2,0.28,0.23,0.18,8.3,0.65,Plot3_4
695,3,Celtis zenkeri,Cannabaceae,25.6,0.27,0.18,0.1,7,0.65,Plot3_4
696,3,Cola gigantea,Malvaceae,51,0.59,0.37,0.25,25.2,0.54,Plot3_4
697,3,Cola gigantea,Malvaceae,75,0.58,0.42,0.35,27.5,0.54,Plot3_4
698,3,Cordia millenii,Boraginaceae,47,0.31,0.15,0.09,12,0.52,Plot3_4
699,3,Cordia platythyrsa,Boraginaceae,39.5,0.54,0.35,0.2,15.5,0.52,Plot3_4
700,3,Funtumia elastica,Apocynaceae,24,0.25,0.18,0.04,11,0.51,Plot3_4
701,3,Funtumia elastica,Apocynaceae,32.3,0.45,0.28,0.17,23.5,0.51,Plot3_4
702,3,Irvingia gabonensis,Irvingiaceae,34,0.45,0.28,0.11,23.4,0.87,Plot3_4
703,3,Irvingia gabonensis,Irvingiaceae,22.4,0.26,0.18,0.16,11.5,0.87,Plot3_4
704,3,Lovoa trichilioides,Meliaceae,27.5,0.33,0.18,0.08,13.2,0.48,Plot3_4
705,3,Mansonia altissima,Malvaceae,21,0.23,0.09,0.07,9.7,0.58,Plot3_4
706,3,Mansonia altissima,Malvaceae,34.8,0.29,0.24,0.23,17.5,0.58,Plot3_5
707,3,Mansonia altissima,Malvaceae,32,0.37,0.27,0.23,17,0.58,Plot3_5
708,3,Mansonia altissima,Malvaceae,52,0.61,0.42,0.32,22.5,0.58,Plot3_5
709,3,Mansonia altissima,Malvaceae,21,0.23,0.17,0.15,11,0.58,Plot3_5
710,3,Milicia excelsa,Moraceae,39.5,0.48,0.27,0.9,28.5,0.59,Plot3_5
711,3,Milicia excelsa,Moraceae,26.8,0.36,0.24,0.17,23.5,0.59,Plot3_5
712,3,Milicia excelsa,Moraceae,25.2,0.3,0.17,0.12,22.5,0.59,Plot3_5
713,3,Pterygota macrocarpa,Malvaceae,24.8,0.29,0.18,0.15,24.5,0.52,Plot3_5
714,3,Pterygota macrocarpa,Malvaceae,31,0.35,0.27,0.25,32,0.52,Plot3_5
715,3,Pycnanthus angolensis,Myristicaceae,30,0.43,0.26,0.17,12.5,0.44,Plot3_5
716,3,Sterculia rhinopetala,Malvaceae,20.5,0.25,0.2,0.13,7,0.64,Plot3_5
717,3,Sterculia rhinopetala,Malvaceae,81.2,1.09,0.73,0.6,12.2,0.64,Plot3_5
718,3,Sterculia tragacantha,Malvaceae,25,0.28,0.18,0.12,24.5,0.48,Plot3_5
719,3,Strombosia pustulata,Olacaceae,56.9,0.77,0.52,0.43,26,0.83,Plot3_5
720,3,Strombosia pustulata,Olacaceae,36,0.43,0.27,0.22,30,0.83,Plot3_5
721,3,Strombosia pustulata,Olacaceae,73.6,0.82,0.48,0.32,30,0.83,Plot3_5
722,3,Strombosia pustulata,Olacaceae,38,0.51,0.32,0.22,24,0.83,Plot3_5
723,3,Terminalia superba,Combretaceae,170,2,0.9,0.62,33,0.45,Plot3_5
724,3,Terminalia superba,Combretaceae,45.5,0.57,0.38,0.22,25,0.45,Plot3_5
725,3,Triplochiton scleroxylon,Malvaceae,26.3,0.36,0.24,0.15,20,0.34,Plot3_5
726,3,Afzelia africana,Fabaceae,52,0.68,0.62,0.29,38.6,0.67,Plot3_5
727,3,Albizia ferruginea,Fabaceae,25.7,0.29,0.18,0.11,9.8,0.47,Plot3_5
728,3,Alstonia boonei,Apocynaceae,34.7,0.49,0.24,0.18,25,0.37,Plot3_5
729,3,Alstonia boonei,Apocynaceae,48.5,0.56,0.31,0.18,27,0.37,Plot3_5
730,3,Antiaris toxicaria,Moraceae,21.2,0.25,0.12,0.08,13.5,0.38,Plot3_5
731,3,Bombax buonopozense,Malvaceae,25,0.31,0.18,0.08,10.2,0.32,Plot3_5
732,3,Bombax buonopozense,Malvaceae,26.2,0.3,0.2,0.12,17,0.32,Plot3_5
733,3,Bosqueia angolensis,Moraceae,26,0.36,0.24,0.18,22,0.64,Plot3_5
734,3,Brachystegia nigerica,Fabaceae,120,1.7,0.85,0.63,31,0.52,Plot3_5
735,3,Canarium schweinfurthi,Burseraceae,25.1,0.28,0.24,0.12,11.3,0.33,Plot3_5
736,3,Cola gigantea,Malvaceae,24.5,0.29,0.17,0.15,17,0.54,Plot3_5
737,3,Cordia millenii,Boraginaceae,42,0.43,0.25,0.17,19,0.52,Plot3_5
738,3,Zanthoxylum zanthoxyloides,Rutaceae,24.8,0.27,0.19,0.16,14.5,0.59,Plot3_5
739,3,Hevea brasiliensis,Euphorbiaceae,33.6,0.43,0.24,0.18,25.5,0.49,Plot3_5
740,3,Hevea brasiliensis,Euphorbiaceae,42.1,0.45,0.17,0.14,7.2,0.49,Plot3_5
741,3,Irvingia gabonensis,Irvingiaceae,45.2,0.53,0.26,0.18,32,0.87,Plot3_6
742,3,Lophira alata,Ochnaceae,44.8,0.6,0.36,0.2,29,0.88,Plot3_6
743,3,Lophira alata,Ochnaceae,38,0.43,0.36,0.34,13,0.88,Plot3_6
744,3,Lophira alata,Ochnaceae,40.6,0.42,0.38,0.25,18.7,0.88,Plot3_6
745,3,Lovoa trichilioides,Meliaceae,35,0.38,0.18,0.15,17.1,0.48,Plot3_6
746,3,Lovoa trichilioides,Meliaceae,34.3,0.46,0.34,0.27,23.7,0.48,Plot3_6
747,3,Mansonia altissima,Malvaceae,30.4,0.41,0.22,0.14,28,0.58,Plot3_6
748,3,Mansonia altissima,Malvaceae,33.5,0.4,0.18,0.12,25,0.58,Plot3_6
749,3,Mansonia altissima,Malvaceae,62.8,0.8,0.41,0.25,23.6,0.58,Plot3_6
750,3,Sterculia tragacantha,Malvaceae,28.2,0.33,0.15,0.12,18,0.48,Plot3_6
751,3,Terminalia ivorensis,Combretaceae,28,0.33,0.18,0.08,24,0.48,Plot3_6
752,3,Terminalia ivorensis,Combretaceae,29,0.34,0.24,0.18,35,0.48,Plot3_6
753,3,Terminalia ivorensis,Combretaceae,28.5,0.29,0.3,0.23,14,0.48,Plot3_6
754,3,Triplochiton scleroxylon,Malvaceae,44,0.51,0.37,0.21,21.9,0.34,Plot3_6
755,3,Triplochiton scleroxylon,Malvaceae,55.5,0.73,0.4,0.22,22,0.34,Plot3_6
756,3,Afzelia africana,Fabaceae,66.7,0.53,0.44,0.33,32.2,0.67,Plot3_6
757,3,Afzelia africana,Fabaceae,50.8,0.65,0.53,0.33,24,0.67,Plot3_6
758,3,Afzelia africana,Fabaceae,120,1.52,0.8,0.7,33,0.67,Plot3_6
759,3,Albizia lebbeck,Fabaceae,53.1,0.7,0.43,0.54,8.9,0.52,Plot3_6
760,3,Albizia lebbeck,Fabaceae,30,0.45,0.28,0.3,14,0.52,Plot3_6
761,3,Albizia lebbeck,Fabaceae,26.8,0.3,0.12,0.08,16,0.52,Plot3_6
762,3,Alstonia boonei,Apocynaceae,38.7,0.49,0.3,0.18,12,0.37,Plot3_6
763,3,Alstonia boonei,Apocynaceae,48.2,0.57,0.25,0.18,21,0.37,Plot3_6
764,3,Alstonia boonei,Apocynaceae,24.6,0.31,0.15,0.08,20,0.37,Plot3_6
765,3,Antiaris africana,Moraceae,29.5,0.33,0.22,0.18,17,0.37,Plot3_6
766,3,Bombax buonopozense,Malvaceae,37,0.39,0.25,0.24,15,0.32,Plot3_6
767,3,Canarium schweinfurthi,Burseraceae,53,0.68,0.46,0.23,28,0.33,Plot3_6
768,3,Cordia millenii,Boraginaceae,27.3,0.57,0.24,0.15,36.7,0.52,Plot3_6
769,3,Cordia millenii,Boraginaceae,52.2,0.52,0.6,0.5,12,0.52,Plot3_6
770,3,Ficus exasperata,Moraceae,25.5,0.32,0.18,0.1,26,0.34,Plot3_6
771,3,Funtumia elastica,Apocynaceae,20,0.24,0.08,0.06,9,0.51,Plot3_7
772,3,Gossweileirodendron balsamiferum,Fabaceae,36.2,0.42,0.33,0.14,29.5,0.29,Plot3_7
773,3,Gossweileirodendron balsamiferum,Fabaceae,40.5,0.51,0.35,0.2,32,0.29,Plot3_7
774,3,Hevea brasiliensis,Euphorbiaceae,55.2,0.62,0.45,0.25,10.1,0.49,Plot3_7
775,3,Hevea brasiliensis,Euphorbiaceae,63.4,0.65,0.48,0.25,19.2,0.49,Plot3_7
776,3,Hevea brasiliensis,Euphorbiaceae,35.5,0.29,0.18,0.12,21,0.49,Plot3_7
777,3,Hevea brasiliensis,Euphorbiaceae,28.3,0.35,0.21,0.12,17,0.49,Plot3_7
778,3,Sterculia rhinopetala,Malvaceae,26.8,0.39,0.18,0.15,13,0.64,Plot3_7
779,3,Sterculia rhinopetala,Malvaceae,42.5,0.35,0.08,0.12,22,0.64,Plot3_7
780,3,Sterculia rhinopetala,Malvaceae,43.5,0.49,0.32,0.18,18,0.64,Plot3_7
781,3,Strombosia pustulata,Olacaceae,22.1,0.25,0.2,0.18,12,0.83,Plot3_7
782,3,Terminalia ivorensis,Combretaceae,29.1,0.34,0.16,0.08,18.4,0.48,Plot3_7
783,3,Terminalia ivorensis,Combretaceae,21.5,0.22,0.14,0.1,12,0.48,Plot3_7
784,3,Terminalia superba,Combretaceae,67,0.75,0.6,0.5,12.6,0.45,Plot3_7
785,3,Triplochiton scleroxylon,Malvaceae,30,0.35,0.18,0.07,26.3,0.34,Plot3_7
786,3,Triplochiton scleroxylon,Malvaceae,98,0.6,0.4,0.35,30,0.34,Plot3_7
787,3,Triplochiton scleroxylon,Malvaceae,30,0.34,0.18,0.12,28,0.34,Plot3_7
788,3,Alstonia boonei,Apocynaceae,25,0.3,0.19,0.15,17.5,0.37,Plot3_7
789,3,Brachystegia nigerica,Fabaceae,24,0.27,0.18,0.12,8.3,0.52,Plot3_7
790,3,Celtis zenkeri,Cannabaceae,45.3,0.58,0.3,0.25,16.3,0.65,Plot3_7
791,3,Celtis zenkeri,Cannabaceae,87,1.05,0.75,0.5,27,0.65,Plot3_7
792,3,Cola gigantea,Malvaceae,28,0.34,0.18,0.19,11.2,0.54,Plot3_7
793,3,Cola gigantea,Malvaceae,21.5,0.28,0.18,0.1,17.2,0.54,Plot3_7
794,3,Cordia millenii,Boraginaceae,36,0.46,0.23,0.19,16.5,0.52,Plot3_7
795,3,Cordia millenii,Boraginaceae,42,0.39,0.18,0.17,7,0.52,Plot3_7
796,3,Crossopteryx febrifuga,Rubiaceae,82,0.95,0.65,0.32,21.5,0.7,Plot3_7
797,3,Crossopteryx febrifuga,Rubiaceae,30,0.32,0.29,0.22,25,0.7,Plot3_7
798,3,Ficus exasperata,Moraceae,26.8,0.23,0.24,0.17,7,0.34,Plot3_7
799,4,Gossweileirodendron balsamiferum,Fabaceae,32,0.55,0.28,0.22,27.2,0.29,Plot4_1
800,4,Gossweileirodendron balsamiferum,Fabaceae,32,0.34,0.25,0.17,19,0.29,Plot4_1
801,4,Hunteria umbellate ,Apocynaceae,39,0.4,0.29,0.18,12.5,0.72,Plot4_1
802,4,Hunteria umbellate ,Apocynaceae,51.5,0.56,0.42,0.32,16.5,0.72,Plot4_1
803,4,Irvingia gabonensis,Irvingiaceae,27,0.31,0.22,0.18,22.5,0.87,Plot4_1
804,4,Khaya ivorensis,Meliaceae,55,0.72,0.55,0.32,37.5,0.45,Plot4_1
805,4,Khaya ivorensis,Meliaceae,23.4,0.31,0.18,0.12,8,0.45,Plot4_1
806,4,Lovoa trichilioides,Meliaceae,25,0.27,0.26,0.24,2.9,0.48,Plot4_1
807,4,Mitragyna ciliata,Rubiaceae,44,0.47,0.28,0.18,22,0.46,Plot4_1
808,4,Pycnanthus angolensis,Myristicaceae,56,0.7,0.42,0.3,27,0.44,Plot4_1
809,4,Spathodea campanulata,Bignoniaceae,20,0.35,0.24,0.18,10.5,0.23,Plot4_1
810,4,Sterculia oblonga,Malvaceae,22,0.3,0.2,0.7,12,0.61,Plot4_1
811,4,Sterculia rhinopetala,Malvaceae,22,0.33,0.18,0.08,9.2,0.64,Plot4_1
812,4,Sterculia rhinopetala,Malvaceae,21.3,0.25,0.14,0.09,12.5,0.64,Plot4_1
813,4,Sterculia rhinopetala,Malvaceae,29,0.33,0.22,0.18,17,0.64,Plot4_1
814,4,Sterculia tragacantha,Malvaceae,23,0.32,0.17,0.12,17,0.48,Plot4_1
815,4,Strombosia pustulata,Olacaceae,26.7,0.34,0.22,0.17,19.5,0.83,Plot4_1
816,4,Triplochiton scleroxylon,Malvaceae,157,1.8,1.2,0.8,32,0.34,Plot4_1
817,4,Triplochiton scleroxylon,Malvaceae,23,0.26,0.18,0.1,14.2,0.34,Plot4_1
818,4,Afzelia africana,Fabaceae,68.5,0.76,0.45,0.3,25,0.67,Plot4_1
819,4,Alstonia boonei,Apocynaceae,23.9,0.33,0.18,0.17,12,0.37,Plot4_1
